Player,Status,Pos,labels,X1,X2,g,mp,fg_pct,avg_dist,fg2a_pct_fga,pct_fga_00_03,pct_fga_03_10,pct_fga_10_16,pct_fga_16_xx,fg3a_pct_fga,fg2_pct,fg_pct_00_03,fg_pct_03_10,fg_pct_10_16,fg_pct_16_xx,fg3_pct,fg2_pct_ast,pct_fg2_dunk,fg2_dunk,fg3_pct_ast,pct_fg3a_corner,fg3_pct_corner,fg3a_heave,fg3_heave,FG,FGA,3P,3PA,2P,2PA,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Marco Belinelli,Active,SG,Shooting Wing,-1.042408806,1.294485417,644,14903,0.425,17.9,0.564,0.155,0.072,0.065,0.272,0.436,0.461,0.624,0.327,0.416,0.414,0.377,0.69,0.008,42,0.879,0.252,0.422,28,2,7.6,17.9,2.9,7.8,4.7,10.1,3.3,3.9,0.832,0.5,4.1,4.6,3.7,1.3,0.2,2.3,3.3,21.5,106,110,12.1,0.545,0.22,1.1,8.9,5.1,11.3,1.3,0.2,10.5,19.4,13.6,9.9,23.4,0.076,0.2,-1.8,-1.7,1.3
Marcus Camby,Inactive,C,Supporting Center,3.235654272,-0.592640147,742,22292,0.468,8.2,0.988,0.458,0.124,0.128,0.278,0.012,0.471,0.6,0.358,0.358,0.361,0.214,0.69,0.103,541,0.867,0.3,0.333,5,0,6.8,14.6,0,0.2,6.8,14.5,3.1,4.6,0.67,4.7,12.5,17.2,3.3,1.8,4.2,2.5,4.9,16.8,106,99,17.8,0.503,0.316,10.5,27.9,19.2,10.1,1.8,6.1,12.9,16.6,26.7,54.9,81.6,0.137,-1.7,4.6,2.9,35.6
Marcus Morris,Active,SF,Shooting Wing,-0.533848937,1.176296619,416,10916,0.428,16.2,0.625,0.16,0.096,0.168,0.202,0.375,0.471,0.645,0.342,0.43,0.427,0.355,0.418,0.021,75,0.924,0.313,0.367,22,1,7.8,18.2,2.4,6.8,5.4,11.4,2.8,3.9,0.717,1.9,6.3,8.1,3,1.4,0.5,2.2,3.9,20.8,106,108,12.9,0.522,0.216,4.1,14,8.9,9.2,1.4,0.7,9.9,19.3,9.1,10,19,0.084,-0.1,-0.3,-0.4,4.5
Marcus Smart,Active,PG,Scoring Wing,-2.091429271,0.087476913,207,5874,0.358,15.9,0.519,0.231,0.145,0.068,0.074,0.481,0.42,0.512,0.346,0.375,0.315,0.291,0.403,0.014,20,0.862,0.214,0.343,17,0,5.3,14.8,2.1,7.1,3.2,7.7,3.5,4.6,0.762,1.8,4.8,6.6,6.4,2.7,0.6,2.8,4.6,16.1,101,105,11.5,0.48,0.309,4,10.6,7.3,18.5,2.7,1,14.2,17.3,1.7,7.3,9,0.073,-0.7,1.1,0.4,3.6
Marcus Thornton,Active,SG,Shooting Wing,-1.122564472,1.066132573,483,11299,0.425,15.2,0.59,0.236,0.138,0.066,0.15,0.41,0.471,0.618,0.383,0.372,0.363,0.358,0.495,0.008,32,0.841,0.191,0.404,15,0,9.6,22.6,3.3,9.3,6.3,13.3,3.5,4.2,0.83,1.8,4.2,6.1,3.1,1.8,0.3,2.2,3.3,25.9,108,111,15.5,0.531,0.185,4,9.7,6.8,10.1,1.8,0.4,8.3,23.2,14.5,5.5,20,0.085,1.6,-2.3,-0.8,3.4
Mario Chalmers,Inactive,PG,Combo Guard,-3.105963566,-0.338980779,580,15824,0.421,15.5,0.533,0.247,0.137,0.055,0.093,0.467,0.477,0.551,0.423,0.409,0.397,0.358,0.274,0.006,23,0.862,0.268,0.409,31,1,5.9,14,2.3,6.6,3.6,7.5,3.3,4.2,0.786,0.7,4.1,4.8,7.4,2.9,0.3,3.6,5.3,17.5,105,105,12.9,0.55,0.302,1.5,9.1,5.4,21.5,2.9,0.5,18.6,17.3,12.6,19,31.7,0.096,0.5,0.1,0.5,10.1
Mario Hezonja,Active,SF,Shooting Wing,-0.791397452,0.71094271,144,2373,0.398,17.2,0.551,0.194,0.088,0.047,0.222,0.449,0.456,0.6,0.394,0.429,0.361,0.327,0.516,0.045,28,0.836,0.199,0.343,8,0,6.3,15.7,2.3,7.1,3.9,8.7,1.9,2.2,0.856,1,5.8,6.8,3.6,1.4,0.7,3.3,4.2,16.7,92,110,8.5,0.501,0.139,2.2,13,7.5,10.6,1.4,1.1,16.3,17.7,-1.6,1.8,0.2,0.004,-3.1,-0.9,-4,-1.2
Markel Brown,Inactive,SG,Shooting Wing,-1.242149209,0.908306021,109,1763,0.382,14.2,0.652,0.269,0.109,0.06,0.214,0.348,0.427,0.559,0.328,0.344,0.333,0.297,0.547,0.058,26,0.873,0.351,0.385,1,0,5.9,15.4,1.6,5.4,4.3,10,3.4,4.4,0.781,1.1,5.5,6.6,3.8,2,0.8,2.3,4.4,16.7,98,109,10.3,0.484,0.284,2.5,12.2,7.3,11.1,2,1.2,11.9,17.3,0,1.1,1.1,0.031,-2.1,-0.6,-2.7,-0.3
Markieff Morris,Active,PF,Versatile Forward,1.012748883,0.391521499,448,11801,0.447,12.4,0.807,0.264,0.161,0.187,0.195,0.193,0.474,0.613,0.386,0.443,0.39,0.331,0.569,0.07,287,0.963,0.189,0.32,12,1,8.8,19.7,1.3,3.8,7.5,15.9,3.8,4.9,0.774,2.7,8,10.7,3.2,1.8,1.2,3.2,5.5,22.6,102,106,14.5,0.518,0.249,5.9,17.9,11.9,10.3,1.8,1.8,12.8,22,6.1,12.7,18.8,0.077,-1.2,0.5,-0.7,4
Marquese Chriss,Active,PF,Versatile Forward,1.21587175,0.887072198,82,1743,0.449,11.8,0.646,0.411,0.111,0.046,0.076,0.354,0.52,0.615,0.386,0.31,0.333,0.321,0.656,0.204,103,0.986,0.438,0.347,1,0,7.8,17.4,2,6.2,5.8,11.2,3.1,5,0.624,2.6,6.9,9.6,1.6,1.8,1.9,3,7.2,20.7,102,110,12.3,0.529,0.286,5.8,16.1,10.8,5.2,1.8,3.2,13.2,19.7,0.3,1.5,1.8,0.05,-1.6,0,-1.6,0.2
Marquis Daniels,Inactive,SG,Shooting Wing,-1.094977089,0.55572258,548,11707,0.451,9.1,0.888,0.381,0.221,0.154,0.132,0.112,0.478,0.616,0.396,0.392,0.313,0.235,0.458,0.032,118,0.942,0.374,0.287,15,1,7.8,17.3,0.5,1.9,7.4,15.4,3,4.1,0.721,2.3,4.5,6.8,4.3,2.2,0.6,2.8,3.9,19,101,106,12.9,0.497,0.237,5,10,7.5,13.2,2.2,0.9,12.9,19.1,4,12.5,16.5,0.068,-1.3,0.3,-1,2.9
Marquis Teague,Inactive,SG,Combo Guard,-2.49389105,-1.617927149,88,835,0.349,10.6,0.823,0.392,0.19,0.043,0.198,0.177,0.377,0.451,0.341,0.4,0.261,0.22,0.25,0.004,0,0.778,0.049,0.5,0,0,5.2,14.8,0.6,2.6,4.6,12.2,2.2,3.3,0.686,0.3,5.1,5.4,7.7,1.2,0.8,4.7,5.9,13.1,80,106,4.8,0.405,0.22,0.5,11.1,5.8,22.9,1.2,1.1,22.5,18.2,-1.7,0.9,-0.8,-0.046,-7,-1.1,-8.1,-1.3
Marreese Speights,Active,C,Supporting Center,3.155724693,-0.751841416,653,9965,0.464,10.9,0.905,0.329,0.167,0.122,0.288,0.095,0.476,0.593,0.387,0.378,0.436,0.349,0.708,0.074,281,0.966,0.124,0.365,14,0,10.5,22.6,0.8,2.2,9.8,20.5,4.9,6.2,0.8,4.8,9.3,14.1,2.2,0.9,1.7,3,7.5,26.7,107,104,16.9,0.527,0.272,10.6,20.6,15.7,7.1,0.9,2.6,10.4,24.7,12.1,13,25.2,0.121,-1.7,-1.1,-2.8,-2.1
MarShon Brooks,Inactive,SG,Scoring Wing,-1.262282916,0.044457885,164,2876,0.442,12.4,0.791,0.252,0.212,0.15,0.177,0.209,0.472,0.635,0.472,0.358,0.338,0.326,0.309,0.032,33,0.707,0.191,0.295,0,0,9,20.3,1.4,4.2,7.6,16,3.9,5.3,0.748,2.1,4.5,6.6,4.3,1.8,0.6,3.9,4.2,23.3,100,110,13.4,0.514,0.26,4.4,10.1,7.2,14.4,1.8,0.9,14.7,22.8,1.1,1.4,2.5,0.041,-1,-1.5,-2.5,-0.4
Martell Webster,Inactive,SF,3-and-D Wing,-0.385505888,1.481692261,580,13914,0.418,17.5,0.491,0.201,0.052,0.05,0.188,0.509,0.454,0.579,0.36,0.363,0.371,0.382,0.608,0.058,199,0.948,0.403,0.409,27,0,6.5,15.5,3,7.9,3.4,7.6,3.3,4.2,0.791,1.3,5.6,6.9,2.2,1.1,0.6,2,4,19.2,109,109,11.7,0.556,0.272,2.9,12.4,7.6,6.8,1.1,0.9,10.5,16.8,14.7,10,24.7,0.085,0.2,-0.9,-0.7,4.6
Marvin Williams,Active,PF,3-and-D Wing,0.726201777,1.092813152,861,24891,0.443,13.9,0.722,0.267,0.121,0.067,0.267,0.278,0.478,0.608,0.404,0.353,0.413,0.353,0.678,0.052,343,0.981,0.341,0.38,13,2,6.9,15.6,1.5,4.3,5.4,11.2,3.9,4.8,0.807,2.3,7.4,9.7,2.4,1.4,0.9,1.8,3.7,19.2,110,108,13.7,0.543,0.31,5.1,16.3,10.6,7.3,1.4,1.4,9.4,17.1,30.2,23.7,53.9,0.104,-0.4,0,-0.4,9.9
Mason Plumlee,Active,C,Scoring Center,2.413850447,-1.02233405,315,7250,0.559,3.7,0.992,0.678,0.228,0.047,0.039,0.008,0.564,0.666,0.366,0.3,0.263,0,0.719,0.247,441,0,0,0,12,0,7.5,13.5,0,0.1,7.5,13.4,4.7,8,0.582,4.5,9.8,14.3,4.5,1.8,2.1,3.3,6,19.8,113,105,18,0.581,0.594,9.9,21.7,15.8,13.6,1.8,3.3,16.2,17.9,12.5,9.1,21.6,0.143,-0.1,2.3,2.2,7.7
Matt Barnes,Active,SF,3-and-D Wing,0.753514288,0.666196897,929,21967,0.436,14.3,0.541,0.306,0.131,0.028,0.076,0.459,0.522,0.632,0.396,0.307,0.382,0.335,0.687,0.04,234,0.945,0.378,0.346,19,0,6.5,14.8,2.3,6.8,4.2,8,2.4,3.2,0.745,2.5,7.5,9.9,3.9,1.7,1,2.7,5.5,17.6,107,106,12.7,0.542,0.217,5.6,16.4,11.1,11.4,1.7,1.6,14.3,16.6,19.4,23.4,42.8,0.093,0.3,0.7,1,16.7
Matt Bonner,Inactive,PF,Versatile Forward,1.051412185,0.499726163,792,13356,0.464,17.8,0.49,0.109,0.145,0.083,0.154,0.51,0.516,0.639,0.464,0.457,0.509,0.414,0.641,0.01,34,0.995,0.2,0.408,3,0,6.9,14.8,3.1,7.5,3.7,7.2,1.3,1.7,0.78,2.4,6.9,9.3,2.2,1.1,0.8,1.2,5.1,18.2,119,106,13.6,0.585,0.115,5.5,15.1,10.4,6.3,1.1,1.2,7,14.8,23.8,14.6,38.5,0.138,1.2,-0.2,1,10.1
Matt Carroll,Inactive,SG,3-and-D Wing,-0.45215515,1.285440075,459,7590,0.413,16.9,0.641,0.162,0.06,0.082,0.337,0.359,0.429,0.485,0.4,0.348,0.426,0.384,0.703,0.002,4,0.98,0.481,0.411,0,0,7.1,17.2,2.4,6.2,4.7,11,4.2,5,0.841,1,4.9,6,2.2,1.5,0.4,2,4.9,20.8,106,110,11.6,0.535,0.29,2.2,11.3,6.6,6.9,1.5,0.6,9.5,18.7,5.9,4.9,10.7,0.068,-1.1,-1.7,-2.8,-1.6
Matthew Dellavedova,Active,PG,Combo Guard,-2.65654317,-1.873587417,291,6504,0.393,16.4,0.529,0.104,0.23,0.116,0.078,0.471,0.397,0.465,0.385,0.346,0.419,0.389,0.347,0,0,0.864,0.224,0.402,2,0,5.1,13,2.4,6.1,2.7,6.9,1.6,2,0.831,1,3.4,4.4,8.6,1.2,0.1,2.9,4.8,14.3,107,111,10,0.513,0.15,2.2,7.6,4.9,24.2,1.2,0.2,17.4,14.8,5.3,3.7,9,0.066,-0.9,-2,-2.9,-1.5
Maurice Harkless,Active,SF,3-and-D Wing,-0.137018406,1.396426235,356,8278,0.471,9.8,0.705,0.513,0.118,0.023,0.05,0.295,0.537,0.617,0.34,0.308,0.283,0.315,0.6,0.14,287,0.957,0.525,0.303,9,0,6.5,13.7,1.3,4.1,5.2,9.7,2,3.4,0.596,2.8,5.3,8.1,1.9,2.2,1.4,2,4.2,16.2,105,108,12.3,0.533,0.244,6.1,11.8,8.9,5.7,2.2,2.1,11.7,15.2,5.1,7.5,12.6,0.073,-1.1,0.8,-0.4,3.4
Melvin Ely,Inactive,C,Scoring Center,1.92886959,-1.148295011,375,6005,0.46,5.9,0.998,0.341,0.479,0.117,0.061,0.002,0.461,0.596,0.411,0.357,0.298,0,0.492,0.086,127,0,0,0,1,0,6.8,14.8,0,0,6.8,14.8,3.7,5.9,0.625,3.9,6.7,10.6,2.3,0.9,1.8,3.4,6.7,17.3,97,108,10.6,0.497,0.401,8.3,15.2,11.7,7.1,0.9,2.6,16.4,17.9,-0.6,4.6,4,0.032,-3.6,0,-3.6,-2.4
Metta World Peace,Active,SF,Shooting Wing,-1.434489091,0.888920671,919,29202,0.415,13.5,0.694,0.305,0.108,0.085,0.197,0.306,0.447,0.567,0.316,0.364,0.37,0.341,0.431,0.024,215,0.808,0.278,0.334,9,0,7.8,18.8,1.9,5.7,5.9,13.1,4.3,6,0.715,1.9,5.5,7.4,4.4,2.9,0.9,3,4.3,21.8,102,103,14.8,0.508,0.319,4.3,12,8.1,14.5,2.9,1.2,12.2,21.3,19.9,41.3,61.1,0.093,0.6,1.2,1.8,29.9
Meyers Leonard,Active,C,Scoring Center,2.591516729,0.051910235,299,4963,0.461,15.5,0.603,0.205,0.13,0.096,0.172,0.397,0.521,0.671,0.476,0.423,0.429,0.371,0.815,0.087,109,0.981,0.148,0.452,6,0,6.7,14.6,2.1,5.8,4.6,8.8,1.9,2.3,0.825,2.4,9.6,11.9,2.5,0.5,1.1,2.2,7.3,17.5,109,108,11.4,0.561,0.16,5.2,20.8,13,7.5,0.5,1.6,12.3,15.6,5.3,4.1,9.4,0.091,-1.4,-0.7,-2.1,-0.1
Michael Beasley,Active,PF,Versatile Forward,0.811540189,0.392157967,509,11973,0.458,12,0.871,0.249,0.194,0.157,0.271,0.129,0.475,0.635,0.425,0.395,0.41,0.347,0.487,0.041,211,0.85,0.295,0.398,4,0,11.3,24.6,1.1,3.2,10.2,21.4,4.1,5.4,0.758,2.4,7.9,10.3,2.8,1.3,1.1,3.7,4.8,27.7,99,108,15.3,0.514,0.22,5.3,17.8,11.6,9.7,1.3,1.7,12.1,26.8,1.2,11.7,12.9,0.052,-2.3,-1.2,-3.5,-4.4
Michael Carter-Williams,Active,PG,Combo Guard,-1.945916198,-1.362222075,235,7058,0.407,10.3,0.831,0.329,0.253,0.105,0.144,0.169,0.439,0.567,0.372,0.364,0.318,0.252,0.279,0.033,86,0.777,0.158,0.316,4,0,8.1,20,0.9,3.4,7.3,16.6,4.4,6.3,0.696,1.7,6.9,8.6,9,2.5,1,5.1,4.5,21.6,94,106,14,0.473,0.317,3.6,15.7,9.5,30.3,2.5,1.6,18.2,24.4,-4.4,7.9,3.5,0.024,-1.6,0.8,-0.8,2.2
Michael Kidd-Gilchrist,Active,SF,Versatile Forward,1.294952652,0.639253396,283,7668,0.47,7.9,0.984,0.506,0.14,0.073,0.264,0.016,0.474,0.613,0.279,0.387,0.338,0.206,0.673,0.078,158,0.857,0.471,0.125,2,0,6.7,14.3,0,0.2,6.7,14,3.9,5.4,0.712,3.5,8.6,12.1,2.5,1.4,1.5,1.9,4.2,17.3,107,106,14,0.52,0.38,7.4,19.1,13.1,7.9,1.4,2.4,10.4,16.4,6.8,8.7,15.5,0.097,-2.2,1.3,-0.9,2.1
Mickael Gelabale,Inactive,SF,3-and-D Wing,0.082228004,1.161828626,145,2348,0.47,13.1,0.757,0.295,0.091,0.109,0.263,0.243,0.519,0.727,0.412,0.328,0.401,0.316,0.636,0.063,32,0.953,0.596,0.296,0,0,5.8,12.3,0.9,3,4.8,9.3,2.2,2.7,0.815,2.4,4.9,7.3,2.5,1.1,0.8,2,4.1,14.7,108,111,10.5,0.545,0.221,5.2,11.2,8.2,7.5,1.1,1.1,13,13.4,1.9,1.1,3,0.062,-1.4,-0.5,-1.9,0
Mickael Pietrus,Inactive,SF,3-and-D Wing,-0.17166202,1.769048415,557,11950,0.425,16.4,0.5,0.251,0.052,0.035,0.162,0.5,0.495,0.643,0.335,0.348,0.348,0.355,0.617,0.072,249,0.901,0.549,0.379,9,0,6.9,16.3,2.9,8.2,4,8.2,3,4.5,0.665,1.9,5.5,7.4,1.9,1.6,1,2.5,5.4,19.8,104,106,11.6,0.54,0.276,4,12.1,8.1,5.9,1.6,1.4,11.9,18.2,6.9,12.8,19.7,0.079,-0.5,-0.3,-0.9,3.4
Mike Conley,Active,PG,Combo Guard,-3.564952247,-1.017959989,706,22985,0.443,13.3,0.708,0.291,0.151,0.083,0.183,0.292,0.469,0.579,0.38,0.383,0.405,0.379,0.215,0.002,15,0.778,0.189,0.428,29,0,8.3,18.7,2.1,5.5,6.2,13.2,4.3,5.3,0.815,0.7,4,4.7,9.2,2.4,0.3,3.3,3.2,22.9,111,107,17.4,0.545,0.283,1.5,9.1,5.3,28.6,2.4,0.5,13.5,21.1,39.5,23.3,62.8,0.131,2.5,-0.6,1.9,22.5
Mike Dunleavy,Active,SF,3-and-D Wing,-0.038498381,0.980862879,986,27340,0.441,16,0.612,0.215,0.091,0.071,0.235,0.388,0.481,0.661,0.358,0.369,0.398,0.377,0.679,0.01,83,0.959,0.245,0.41,9,2,7.3,16.7,2.4,6.5,4.9,10.2,3.5,4.4,0.803,1.3,6.6,7.9,4.1,1.3,0.6,2.6,3.7,20.6,109,107,13.9,0.555,0.261,2.8,14.3,8.5,13,1.3,0.9,12.1,18.3,33.1,25.5,58.5,0.103,0.5,-0.2,0.3,15.9
Mike Harris,Inactive,PF,Versatile Forward,1.09634069,0.374438311,54,496,0.464,8.6,0.967,0.404,0.166,0.126,0.272,0.033,0.479,0.689,0.36,0.368,0.293,0,0.629,0.053,7,0,0.4,0,0,0,7.4,16,0,0.5,7.4,15.4,4.5,5.8,0.782,5.4,6.9,12.3,1.3,2.9,1.3,3.2,7.2,19.3,104,104,14.4,0.522,0.364,11.6,15.1,13.3,3.9,2.9,1.8,14.6,18.8,0.3,0.7,1,0.095,-2.9,0.1,-2.8,-0.1
Mike James,Inactive,PG,Combo Guard,-2.939747176,-0.908740967,595,14364,0.417,15.1,0.647,0.235,0.117,0.061,0.234,0.353,0.437,0.531,0.374,0.333,0.403,0.379,0.275,0.001,4,0.798,0.24,0.392,9,0,7.9,18.9,2.5,6.7,5.3,12.2,3.3,4.1,0.802,0.8,4.1,4.9,7.6,1.7,0.1,3.3,4.4,21.6,105,110,14,0.521,0.218,1.7,9.1,5.4,24.6,1.7,0.2,13.7,21,14.2,8.2,22.3,0.075,0.9,-1.9,-1,3.7
Mike Miller,Active,SF,Shooting Wing,-0.417936333,0.403444646,1032,27812,0.459,16.7,0.553,0.228,0.056,0.048,0.222,0.447,0.502,0.645,0.36,0.315,0.43,0.407,0.543,0.019,151,0.914,0.171,0.421,1,0,7.6,16.5,3,7.4,4.6,9.1,2.5,3.3,0.769,1.2,7,8.2,5,1.1,0.4,2.9,3.8,20.6,110,108,14.3,0.576,0.201,2.6,15.7,9.1,15.8,1.1,0.6,14.1,18.2,39.2,21.6,60.7,0.105,1.5,-0.6,0.9,20.3
Mike Muscala,Active,C,Scoring Center,2.0131192,-0.167010694,190,2519,0.505,12.5,0.756,0.318,0.111,0.121,0.206,0.244,0.544,0.661,0.456,0.465,0.456,0.385,0.805,0.062,36,1,0.322,0.393,2,0,7.1,14.1,1.3,3.4,5.8,10.7,2.3,2.8,0.817,3.6,6.8,10.4,3.2,1.2,1.9,2.3,4.9,17.8,114,105,14.7,0.582,0.199,8.3,15,11.7,9.9,1.2,3.2,12.9,15.7,3.6,3.4,7,0.134,-0.9,1.2,0.3,1.4
Mike Scott,Active,PF,Versatile Forward,1.460156488,0.747190476,281,4322,0.46,13.4,0.652,0.271,0.176,0.102,0.103,0.348,0.526,0.673,0.433,0.406,0.421,0.336,0.848,0.048,60,0.985,0.22,0.315,4,0,8.9,19.4,2.3,6.8,6.7,12.7,3.1,3.9,0.786,2.4,7.3,9.8,3,1,0.4,2.2,4.1,23.2,107,106,14.6,0.549,0.202,5.6,16.2,11,9.7,1,0.6,9.5,21,4.8,4.5,9.2,0.103,-0.6,-1.7,-2.4,-0.4
Miles Plumlee,Active,C,Scoring Center,2.827219733,-0.874162185,273,4567,0.53,3.9,1,0.574,0.332,0.075,0.019,0,0.53,0.653,0.379,0.326,0.273,0,0.66,0.233,231,0,0,0,0,0,6.7,12.7,0,0,6.7,12.7,1.7,3.1,0.564,5,9.3,14.3,1.3,1.4,2.4,2.6,4.9,15.2,106,104,14.1,0.541,0.243,11.2,20.6,15.9,3.8,1.4,3.9,15.6,14.7,3.4,5.9,9.2,0.097,-2.7,1.2,-1.5,0.5
Mindaugas Kuzminskas,Active,SF,Shooting Wing,-0.603893542,0.57302259,68,1016,0.428,13.2,0.545,0.371,0.138,0.014,0.019,0.455,0.517,0.599,0.373,0.2,0.286,0.321,0.625,0.079,28,0.907,0.22,0.405,0,0,7.8,18.2,2.7,8.3,5.1,9.9,2.7,3.3,0.809,2.3,3.9,6.2,3.4,1.4,0.5,2.5,3.9,20.9,107,114,12.4,0.533,0.184,5,8.4,6.7,10.3,1.4,0.9,11.3,19.2,0.8,0.4,1.2,0.055,-0.2,-2.5,-2.7,-0.2
Miroslav Raduljica,Inactive,C,Supporting Center,2.812193298,-1.885051716,53,488,0.53,4,1,0.552,0.351,0.06,0.037,0,0.53,0.662,0.426,0.25,0,0,0.69,0.037,5,0,0,0,0,0,7.6,14.3,0,0,7.6,14.3,5,6.1,0.825,6,6.1,12.1,2.5,0.9,1.4,3.2,9.8,20.2,115,113,14.7,0.594,0.425,12.7,13.8,13.3,7.9,0.9,2.2,15.9,17.5,0.9,0.1,1.1,0.104,-0.9,-2,-2.9,-0.1
Mirza Teletovic,Active,PF,3-and-D Wing,0.566494311,0.7009348,314,5606,0.405,18.9,0.365,0.142,0.1,0.051,0.072,0.635,0.47,0.565,0.414,0.368,0.431,0.367,0.602,0.015,29,0.965,0.129,0.396,10,0,8.2,20.3,4.7,12.9,3.5,7.4,2.2,2.9,0.755,1.7,7.6,9.3,2.4,0.9,0.7,2.3,4.9,23.3,105,110,13,0.542,0.143,3.8,17,10.4,7.8,0.9,1.2,9.5,20.9,4.6,3.9,8.5,0.073,0.6,-2.3,-1.8,0.3
Mitch McGary,Inactive,PF,Scoring Center,2.804505709,-0.187610124,52,557,0.527,6.1,0.968,0.537,0.197,0.144,0.09,0.032,0.544,0.683,0.351,0.407,0.353,0,0.717,0.096,16,0,0.5,0,0,0,8.9,16.9,0,0.5,8.9,16.4,2.6,4.5,0.58,5.1,11.3,16.5,1.5,1.5,1.6,3.4,7.4,20.4,104,102,15.4,0.54,0.266,11.2,23.8,17.6,4.8,1.5,2.5,15.3,19.1,0.4,0.8,1.3,0.108,-2.8,-0.3,-3.1,-0.2
