Player,School,Pos,labels,X1,X2,Status,G,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM
Aaron Cheatum,Washington State,Forward,Shooting Wing,-0.624904944,1.040430421,Inactive,16,92,2.6,9,0.286,2.6,8.4,0.308,0,0.6,0,2.6,9.6,0.267,11.6,1.9,2.6,1.3,2.6,8.4,7.7,71.1,109.7,4.7,0.284,0.286,0.071,1.071,16,8.9,14.1,11.5,5.9,2.6,2.1,15.9,14.3,-0.1,0.1,-0.1,-0.031,-5.2,1.7,-3.6
Aaron Clayborn,Texas Southern,Forward,Scoring Wing,-2.030708655,0.186675469,Inactive,135,2489,6.9,14,0.492,6.9,13.8,0.497,0,0.1,0,3.6,6.3,0.572,13.1,1.5,1.2,1,3.7,6.8,17.4,98.4,99.4,12.5,0.512,0.492,0.009,0.451,718,9,17.3,13.1,5.2,1.2,1.8,17.8,17.8,1.9,3.8,5.7,0.091,-4.1,-1.8,-5.9
Aaron Cook,Southern Illinois,Guard,Game Manager,3.071957734,-0.507521373,Active,32,338,4.8,14.4,0.333,3.9,9.6,0.407,0.9,4.8,0.185,6.8,8.7,0.776,4.6,5.3,5.5,1.4,4.8,5,17.3,91.4,98.7,13.9,0.465,0.364,0.333,0.605,103,2.4,6.8,4.5,17,5.5,2.8,20.6,20.1,0,0.6,0.6,0.071,-1.6,2.7,1.2
Aaron Cosby,Seton Hall,Guard,Swingman,1.70740306,-0.157966028,Inactive,118,3535,6.7,18.3,0.366,2.5,7,0.362,4.2,11.3,0.369,4.1,5.2,0.779,5.8,4.1,0.9,0.1,3.8,2.8,21.7,102.9,107.8,12.1,0.521,0.48,0.617,0.285,1195,1.8,9.6,5.7,14,0.9,0.2,15.3,21.1,4.4,2.6,7,0.079,1.5,-1.4,0.1
Aaron Craft,Ohio State,Guard,Game Manager,2.647176438,0.003301352,Inactive,148,4818,5.6,12.2,0.459,4.4,8.7,0.51,1.2,3.5,0.333,4.4,5.9,0.737,6.3,8.9,4.3,0.3,4.1,4.6,16.8,110.6,90.6,17.2,0.558,0.507,0.288,0.484,1522,1.8,10.8,6.3,26,4.3,0.5,21.6,16.4,8.6,11.3,19.9,0.165,4.3,5.6,9.9
Aaron Dotson,Louisiana State,Guard,Swingman,0.933128938,-0.626084503,Inactive,71,1464,4.3,12.2,0.356,3,7.5,0.407,1.3,4.7,0.277,4.2,6.5,0.649,6.2,4,1.4,0.9,4.5,6.7,14.2,87.6,105.7,7.3,0.465,0.41,0.388,0.533,347,3,8.5,5.8,13.5,1.4,1.6,22.8,16.7,-0.2,1.3,1.1,0.029,-1.5,0.8,-0.7
Aaron Ellis,Wichita State,Forward,Versatile Forward,-1.705892577,0.619854997,Inactive,136,1319,6.1,12.7,0.436,6.1,12.7,0.452,0,0,0.235,1.4,2.4,0.626,11.1,1.2,1,1.1,2.3,7.3,13.5,99.9,97.9,9.6,0.466,0.445,0.075,0.237,281,7.3,14.5,11,3.8,1,2,15.5,13.8,0.5,3.4,4,0.093,-0.6,1.9,1.3
Aaron Epps,Louisiana State,Forward,Offensive Big,-2.479267231,0.706911198,Active,73,866,8.1,16.4,0.496,6.7,12.6,0.535,1.4,3.8,0.367,2.3,3.3,0.692,13.1,1.5,0.9,1.6,3.9,9.5,19.9,104.5,110.8,14,0.555,0.539,0.233,0.202,306,10.8,15.2,13,4.9,0.9,3,17.7,18.8,1,0.5,1.6,0.072,0.5,-0.6,-0.1
Aaron Falzon,Northwestern,Forward,Shooting Wing,0.403296613,0.533037812,Active,35,805,6.7,17.7,0.378,1.9,3.8,0.49,4.9,14,0.348,2.5,3.5,0.717,8.6,2.4,0.8,0.8,1.7,5.8,20.8,113.9,105,13.6,0.536,0.515,0.787,0.2,249,6.1,9.7,7.9,7.1,0.8,1.6,8,18.2,1.5,0.9,2.4,0.12,3.7,0.5,4.3
Aaron Foster-Smith,Detroit Mercy,Forward,Versatile Forward,-1.502985678,0.561521686,Active,34,378,6.9,13.9,0.495,5,9,0.563,1.8,4.9,0.371,1.4,2.7,0.526,10.2,1.3,0.7,1.3,2.5,7.9,17,109.6,113.2,12,0.56,0.561,0.354,0.192,116,7.4,14,10.7,4.1,0.7,2.5,14.3,15.3,0.5,0.1,0.6,0.067,-0.7,-3,-3.8
Aaron Fuller,Iowa,Forward,Versatile Forward,-1.74623604,1.930986438,Inactive,112,1727,8.4,16.9,0.465,8.2,15.8,0.507,0.2,1.1,0.269,5.5,8.4,0.636,15,1.2,1.5,0.9,3.3,5.6,22.5,106.9,102,18.3,0.52,0.489,0.175,0.427,602,12.3,17.7,14.9,4.9,1.5,1.5,14.9,21.3,3,2.4,5.4,0.12,0.2,1.5,1.8
Aaron Geramipoor,Seton Hall,Center,Offensive Big,-3.207204371,-0.130822494,Inactive,92,783,4.3,8,0.529,4.3,8,0.529,0,0,0,1.2,3.5,0.356,12.7,0.5,1.2,1.9,2.6,11.3,9.7,96,101.5,8,0.502,0.529,0,0.433,138,10.6,14.9,12.8,1.5,1.2,3.6,21.3,10.7,0.2,1.1,1.3,0.067,-3,1.9,-1.1
Aaron Gordon,Arizona,Forward,Versatile Forward,-1.187715054,1.219127401,Inactive,38,1187,9.9,20.1,0.495,9.1,17.7,0.513,0.8,2.4,0.356,4,9.5,0.422,15.9,3.9,1.8,2.1,2.9,4.7,24.7,108.9,88.6,20.4,0.503,0.516,0.118,0.471,469,10.4,19.3,14.9,13,1.8,3.4,10.5,23.2,2.1,3.3,5.4,0.183,2.8,6.7,9.6
Aaron Graham,Stetson,Guard,Swingman,1.657892414,0.04823157,Inactive,119,3007,6.8,18.3,0.371,2.8,6.6,0.42,4,11.7,0.344,4.4,5.6,0.785,6.8,3.9,2.2,0.3,4.7,4.8,22,99,109.6,12.8,0.525,0.481,0.639,0.303,1060,2.8,11.2,6.9,13.9,2.2,0.5,18.2,22.1,2.8,1.6,4.5,0.059,-0.3,-2.7,-3
Aaron Harrison,Kentucky,Guard,Swingman,1.880265846,0.288040405,Inactive,79,2307,8.5,20.8,0.41,5.3,11.2,0.474,3.2,9.6,0.335,5.8,7.4,0.787,5.8,3.4,2.3,0.5,2.7,3.9,26.1,117.6,97.5,17.4,0.536,0.487,0.462,0.355,888,2.1,8.4,5.4,11.4,2.3,0.8,9.9,22.4,5.9,4.3,10.2,0.177,5.3,2.4,7.7
Aaron Harwell,Centenary (LA),Guard,Game Manager,2.295267883,-0.875695833,Inactive,95,1736,3.7,10.4,0.359,3.2,7.9,0.4,0.6,2.4,0.225,3.1,5.1,0.597,6,7.4,3.6,0.2,5.7,6.5,11.1,78.7,99.4,7.6,0.432,0.385,0.236,0.495,384,1,11.7,6,26.9,3.5,0.4,30.6,15.9,-1.5,2.6,1.1,0.025,-6.1,0,-6.1
Aaron Hawk-Harris,Northern Colorado,Guard,Shooting Wing,0.791919314,0.850903942,Inactive,16,123,5.8,15,0.387,3.9,9.2,0.421,1.9,5.8,0.333,1,4.4,0.222,7.3,1.9,2.4,0,3.9,7.8,14.6,80.3,112.1,5.6,0.425,0.452,0.387,0.29,28,2.2,14.8,8.3,6.3,2.4,0,18.5,18.2,-0.1,0,-0.1,-0.02,-4.6,-3.5,-8.1
Aaron Hawley,Drake,Guard,Shooting Wing,0.29485239,0.845397476,Inactive,128,2436,7.8,19.1,0.406,3.9,9.4,0.411,3.9,9.7,0.402,2.4,3.5,0.686,8.6,1.7,1.5,0.3,2.9,4.8,21.8,100,106.3,13.2,0.525,0.508,0.505,0.181,780,4.2,13.3,8.7,6.1,1.5,0.5,12.4,21.2,2.3,2.2,4.5,0.074,0.1,-1.6,-1.5
Aaron Hines,Saint Louis,Guard,Game Manager,2.032616019,-0.332610194,Active,56,1335,4.7,15.2,0.307,3,9.1,0.332,1.7,6.2,0.27,2.6,3.8,0.682,5.3,5.9,1.9,0,3.4,5,13.6,82.5,107.5,6.5,0.399,0.361,0.404,0.251,334,1.1,9.3,5.2,21.3,1.9,0.1,16.7,18.2,-1,1.2,0.2,0.007,-4,-0.4,-4.4
Aaron Holiday,UCLA,Guard,Game Manager,2.147267344,-0.608561787,Active,68,1965,7.4,16.7,0.441,4.8,10.5,0.457,2.6,6.2,0.414,4.2,5.6,0.764,5.6,8,2.3,0.4,5,5.1,21.6,106.1,106.5,15,0.557,0.518,0.371,0.333,813,1.8,8.6,5.4,22.7,2.3,0.7,20.5,21.2,2.9,2,4.9,0.1,2.6,1.2,3.8
Aaron Holmes,South Florida,Guard,Shooting Wing,0.699181588,0.924907176,Inactive,56,839,7,16.6,0.409,5.4,12.4,0.43,1.6,4.1,0.363,6.2,9,0.696,10.3,4,2.3,0.5,4.2,4.7,21.9,103.1,101.6,16.6,0.515,0.466,0.313,0.474,301,6.8,14.2,10.3,14.8,2.3,0.9,15.4,21.5,1.2,1.3,2.4,0.108,2.3,-0.6,1.7
Aaron Horne,North Florida,Forward,Shooting Wing,0.381079338,1.095346693,Active,27,413,5.3,12.2,0.435,3.2,5,0.632,2.1,7.1,0.296,1.5,2,0.733,10.7,3.4,1.9,0.1,4.1,5.7,14.1,100.9,108.3,10.6,0.54,0.522,0.587,0.163,115,6.7,14.1,10.5,10.8,1.9,0.2,23.8,14.7,0.3,0.4,0.6,0.062,-2,-1,-3
Aaron Ingle,Wake Forest,Guard,Swingman,0.598713526,-1.293764646,Inactive,28,64,0.9,1.8,0.5,0.9,1.8,0.5,0,0,0,1.8,3.6,0.5,2.7,1.8,1.8,0,3.6,7.2,3.6,68.5,114.9,0.8,0.513,0.5,0,2,5,3.5,1.9,2.7,5.3,1.8,0,50.6,6.3,0,0,0,-0.03,-4.1,-1.1,-5.3
Aaron Jackson,Akron,Guard,Shooting Wing,0.44273805,0.615061543,Active,90,977,6,15.4,0.391,2.7,5.7,0.468,3.3,9.7,0.346,2.7,4.5,0.608,8.3,2.1,1.6,0.5,2.7,7.3,18.1,105,104,11.1,0.517,0.5,0.628,0.292,288,5.7,10.2,8,6.4,1.6,0.8,13.5,17.5,1.1,1.2,2.3,0.093,-0.5,-0.9,-1.4
Aaron Johnson,Alabama-Birmingham,Guard,Game Manager,3.223238361,-1.435246691,Inactive,133,2333,5.6,13,0.43,4.3,8.6,0.486,1.3,4.4,0.308,5.9,7.8,0.751,4.6,10.8,2.7,0,5.4,4.8,18.5,108.2,97.2,15.8,0.55,0.478,0.318,0.624,816,0.9,7.8,4.4,35.5,2.6,0,28.2,18.7,5.7,6.3,11.9,0.142,2.4,0.5,2.9
Aaron Jones,Mississippi,Forward,Offensive Big,-2.916068774,-0.628415974,Inactive,105,1777,5.1,11,0.466,5,10.3,0.486,0.1,0.7,0.15,2.1,3,0.703,13.5,1.2,2,4.5,1.8,6.3,12.4,112,99.5,15.6,0.501,0.47,0.06,0.272,427,11.2,14.3,12.7,3.8,2,8.8,12.9,12,2.3,2.9,5.1,0.115,0,6.3,6.3
Aaron Jordan,Illinois,Guard,Swingman,1.178760284,0.542560898,Active,54,515,4.4,13.9,0.317,1.2,4.4,0.282,3.2,9.5,0.333,2.3,3.3,0.69,6.2,2.1,2.3,0.5,1.2,7.5,14.3,98.2,106,8.6,0.461,0.431,0.683,0.236,122,2.5,10.3,6.3,6.8,2.3,0.9,7.4,15.1,0.2,0.6,0.8,0.062,0,1.2,1.2
Aaron Korn,Lipscomb,Guard,Shooting Wing,0.243945857,0.90066634,Active,84,1168,4.7,11,0.425,2.6,5.2,0.495,2.1,5.7,0.361,1.8,2.8,0.65,9.8,2.5,1.3,0.3,2.4,5.1,13.2,103.2,107.3,9.5,0.537,0.519,0.524,0.258,272,3.3,16.5,9.8,8.1,1.3,0.6,16.3,12.9,0.8,1,1.9,0.064,-2.9,-1.4,-4.3
Aaron Law,Iowa State,Guard,Game Manager,2.430085063,0.504627595,Inactive,29,121,4.9,14.2,0.345,3.9,8.3,0.471,1,5.9,0.167,2,2.9,0.667,7.3,5.9,3.9,0,2.9,4.4,12.7,91.1,96.5,10.9,0.408,0.379,0.414,0.207,29,2.8,10.8,6.9,17.1,4,0,15.9,15.7,0,0.2,0.2,0.077,-3.4,1,-2.4
Aaron Leblanc,Louisiana-Lafayette,Forward,Defensive Big,-2.235389842,-1.889637473,Inactive,35,141,5.2,10.4,0.5,4.8,9.6,0.5,0.4,0.8,0.5,0.4,2.4,0.167,7.2,1.2,0.4,4.8,3.6,6,11.2,87.1,105.3,8.4,0.485,0.519,0.077,0.231,29,7.1,7.3,7.2,3.7,0.4,8.5,23.8,12.9,0,0.1,0.1,0.03,-5.1,1.8,-3.4
Aaron Liberman,Northwestern,Center,Defensive Big,-3.288062752,-2.033894775,Inactive,23,54,7,9.3,0.75,7,9.3,0.75,0,0,0,0,2.3,0,11.7,2.3,1.2,3.5,2.3,11.7,14,119.1,97.5,14.9,0.67,0.75,0,0.25,12,8.6,13,10.9,8.4,1.2,6.2,18.3,10.9,0.1,0.1,0.2,0.135,-1.3,2.4,1.1
Aaron Martin,South Carolina State,Guard,Swingman,0.92933896,0.680147976,Inactive,30,622,4.1,15.2,0.268,1.6,5.5,0.288,2.5,9.7,0.257,5.1,7.2,0.705,10.7,2.7,1.8,0.6,3.8,4.9,15.7,89.5,110.7,9.4,0.423,0.351,0.64,0.476,171,4.9,17.6,10.5,9.2,1.8,1.1,16.9,18.6,0,0.2,0.2,0.016,-3.2,-4,-7.2
Aaron Menzies,Seattle,Center,Offensive Big,-3.298551797,-0.240550647,Active,46,826,9.2,17.4,0.528,9.2,17.4,0.528,0,0,0,3.8,6.9,0.541,17.1,1.4,0.8,2.1,4.5,7.7,22.2,96.5,97.4,15.5,0.535,0.528,0,0.398,289,10.9,21.9,16.6,6,0.8,4.5,17.7,22.2,0.4,1.6,2,0.096,-5.2,0.3,-4.9
Aaron Mitchell,Longwood,Guard,Swingman,0.685988977,-0.132102769,Inactive,61,1844,7.2,15.9,0.451,6.5,13.5,0.481,0.7,2.4,0.284,4.9,6.7,0.729,8.2,6.3,1.7,0.5,4.9,4.3,19.9,101.9,111,14.8,0.522,0.472,0.149,0.422,742,6.5,10.5,8.4,20.9,1.7,0.9,20.3,20.9,2.4,0.7,3.1,0.067,0.1,-3.1,-3
Aaron Moesch,Wisconsin,Forward,Shooting Wing,-0.028004656,0.952864423,Active,46,116,2.2,7.1,0.308,2.2,6.6,0.333,0,0.5,0,1.6,3.3,0.5,9.8,3.3,2.2,0.5,1.6,4.9,6,98.7,100.4,8.1,0.347,0.308,0.077,0.462,18,9.4,9.7,9.6,8.9,2.1,0.9,15.9,9,0,0.2,0.2,0.076,-0.8,4.2,3.3
Aaron Moore,Portland State,Forward,Scoring Wing,-1.826689038,0.331071152,Inactive,37,1119,10.1,19.7,0.511,10,19.3,0.52,0.1,0.4,0.125,5.8,8.1,0.716,13.8,3.1,1.4,1.7,4.1,5.8,26,108.2,109.5,20.3,0.552,0.513,0.022,0.411,463,8.7,21.7,14.9,11,1.4,2.9,14.8,24.1,2.4,0.6,3,0.107,-0.6,-1.7,-2.3
Aaron Morgan,Maryland-Baltimore County,Guard,Game Manager,2.028508774,-1.038166024,Inactive,60,1274,3.4,11.7,0.291,1.4,4.7,0.31,2,7.1,0.278,3.1,4.5,0.691,4.6,5.1,1.9,0.1,5.8,7,11.9,75.7,108.7,3.7,0.429,0.375,0.602,0.386,284,1.9,7.9,4.6,17.4,1.9,0.3,29.6,17.1,-1.5,0.8,-0.7,-0.023,-5.5,-3.2,-8.8
Aaron Noll,Vanderbilt,Forward,Versatile Forward,-2.301918954,3.04869971,Inactive,19,23,0,2.5,0.5,0,2.5,0.5,0,0,0,10.2,10.2,0.8,20.3,0,0,0,0,5.1,10.2,185.6,99.4,15.6,0.686,0.5,0,2.5,5,16,22.6,19.8,0,0,0,0,6.4,0.1,0,0.1,0.196,-5,-1,-6
Aaron O'Neill,Furman,Guard,Swingman,1.446626563,-0.1938502,Inactive,59,396,2.6,7.2,0.37,0.5,1.1,0.429,2.2,6.1,0.359,0.6,0.9,0.667,4.4,2.6,0.8,0,1.4,6.7,8.1,105.4,116.1,4.6,0.532,0.522,0.848,0.13,52,0.3,8.2,4.3,8.3,0.8,0,15.6,7.9,0.2,0,0.3,0.025,-4,-4.7,-8.7
Aaron Osgood,Cornell,Forward,Versatile Forward,-1.210901451,1.400950827,Inactive,35,362,7.7,15.3,0.505,7.5,14.9,0.505,0.2,0.3,0.5,4.5,9.1,0.5,13.7,2.7,2.2,1.3,4.5,7.7,20.1,96.7,103.1,14.8,0.514,0.511,0.022,0.581,119,8.5,19.1,13.5,9.4,2.2,2.5,19.1,20.8,0.3,0.5,0.7,0.075,-3.5,0.8,-2.7
Aaron Parks,Cal State Northridge,Guard,Swingman,1.079987558,0.249547748,Active,111,2889,6.5,17.3,0.374,5.9,15.1,0.391,0.6,2.2,0.252,8.3,11,0.752,7.1,4.1,2.4,0.3,4,6.2,21.8,97.5,109.2,12.5,0.483,0.39,0.127,0.635,1090,3.1,11.1,7.2,14.2,2.4,0.6,15.1,23.2,1.9,2.1,4.1,0.056,-2.4,-1.7,-4.1
Aaron Pogue,Cleveland State,Forward,Versatile Forward,-2.237352911,2.509427856,Inactive,101,2307,6.6,13.3,0.501,6.6,13.2,0.5,0,0,1,4.8,9,0.528,14.3,2.3,1.6,1.6,4.7,9.9,18.1,97.6,97.6,13.3,0.515,0.502,0.002,0.682,727,11.1,18.1,14.5,7.5,1.6,3.1,21.3,19.2,1.8,3.8,5.6,0.098,-2.6,2.1,-0.5
Aaron Robinson,Quinnipiac,Guard,Swingman,1.39179504,0.601427097,Active,21,166,4.9,16.9,0.288,1,3.6,0.273,3.9,13.3,0.293,0.3,0.6,0.5,6.5,0.6,1,0,2.3,2.9,14,85.2,114.8,4.3,0.406,0.404,0.788,0.038,38,2.9,10,6.3,2,1,0,11.7,16.4,-0.1,0,0,-0.007,-4.3,-4.4,-8.7
Aaron Rohlman,North Carolina,Forward,Versatile Forward,-1.105663811,2.219054375,Active,20,34,0,1.6,0,0,1.6,0,0,0,0,0,0,0,21,1.6,1.6,0,1.6,1.6,0,51.4,92.1,6.3,0,0,0,0,1,3.1,38,20.4,3.9,1.6,0,50,2.7,0,0.1,0.1,0.07,-4.5,6.2,1.7
Aaron Ross,Texas Tech,Forward,Shooting Wing,-0.56714963,0.639443097,Active,111,1806,7.6,17.5,0.435,5.1,10.4,0.494,2.5,7.1,0.349,7.3,8.5,0.857,10.8,2.6,0.7,0.7,3.1,7.4,25,116.6,106,16.6,0.58,0.506,0.404,0.487,688,5,16.7,10.9,8.9,0.7,1.4,12.7,21.4,4.3,1.9,6.3,0.139,2.9,-0.2,2.7
Aaron Rountree,Wake Forest,Forward,Scoring Wing,-0.793854463,-0.978114332,Inactive,120,1885,4.6,9.7,0.469,4.3,8.8,0.491,0.2,0.9,0.258,2.4,4.2,0.576,10.1,4.5,2.9,3.6,3,6.4,11.8,102.4,99.5,13.9,0.503,0.481,0.096,0.432,460,5.8,14,10,14.2,2.9,6.6,20.3,12.8,1.4,3.1,4.5,0.095,-1.3,6,4.7
Aaron Scales,Cleveland State,Forward-Center,Offensive Big,-3.227898572,-0.230911658,Active,102,1195,5.7,10.9,0.524,5.7,10.9,0.524,0,0,0,3.6,6.6,0.539,13.7,0.9,0.8,1.8,4.3,10.6,15,97.9,112.5,10.8,0.533,0.524,0,0.604,311,13.1,13.5,13.3,3.3,0.8,3.4,23.3,15.8,0.7,0.5,1.2,0.039,-4.3,-2.4,-6.7
Aaron Short,Pacific,Forward,Shooting Wing,0.015463925,1.06065539,Inactive,34,583,5.5,11.8,0.466,2.6,6,0.424,3,5.8,0.509,1.9,2.1,0.905,11.6,3.8,2.6,0.7,3.3,7.2,15.9,115.3,107.5,14.5,0.619,0.591,0.491,0.181,159,5.7,18.2,11.8,12.1,2.6,1.5,20.3,13.9,0.9,0.6,1.5,0.102,2.3,1.8,4.1
Aaron Simpson,DePaul,Guard,Swingman,1.232497524,0.295689184,Inactive,62,1262,5.1,13.6,0.378,2.1,5.7,0.377,3,7.9,0.379,2.2,3.2,0.681,6.8,4,1.6,0.2,3,5.7,15.4,101.2,112.5,10,0.511,0.488,0.581,0.237,336,3.2,10.6,6.9,13.2,1.6,0.5,16.7,15.9,1,0.5,1.5,0.047,1.2,-0.5,0.8
Aaron Smith,Elon,Guard,Game Manager,2.861838452,0.912171042,Inactive,16,31,9.5,35.9,0.263,5.7,13.2,0.429,3.8,22.7,0.167,3.8,3.8,1,5.7,0,3.8,0,1.9,0,26.5,73,100.5,9.2,0.351,0.316,0.632,0.105,11,3.5,7.7,5.5,0,3.7,0,4.8,34.7,-0.1,0,0,-0.042,-8.2,-10.3,-18.5
Aaron Tate,Robert Morris,Forward,Versatile Forward,-1.635516069,0.964494048,Active,105,2403,4.6,9.1,0.512,4.6,9.1,0.512,0,0,0,1.9,3.4,0.562,12.9,1.2,1.5,0.6,2.4,4.3,11.2,104.2,103.1,11.3,0.524,0.512,0,0.369,506,9.7,15.7,12.6,4.1,1.5,1.1,18.7,11.3,1.8,3.2,4.9,0.082,-2.9,0.7,-2.2
Aaron Thomas,Florida State,Guard,Swingman,1.189945186,0.379493365,Inactive,76,1938,8.6,19.6,0.441,7,14.5,0.484,1.6,5.1,0.319,6.5,8.5,0.771,7.9,3.6,2.7,0.7,4.7,4.2,25.4,104.5,102.4,17.1,0.539,0.482,0.26,0.432,780,3.9,11.5,7.9,13.5,2.7,1.2,16.7,24.5,2.9,2.6,5.5,0.114,2,1.5,3.5
Aaron Thompson,Sam Houston State,Center,Scoring Wing,-1.96733144,-0.311315156,Inactive,48,415,5.8,15,0.387,4.8,10.6,0.453,1,4.4,0.226,2.1,3,0.714,13,2,1.3,2.4,3.8,8.2,14.7,87.8,95.5,9.4,0.448,0.42,0.292,0.198,103,8.3,17.4,12.8,6.4,1.3,4.5,18.9,17.2,-0.1,0.8,0.7,0.068,-6.5,0.7,-5.8
Aaron Urbanus,Texas-Rio Grande Valley,Guard,Game Manager,2.039809184,-0.581664237,Inactive,127,3482,7,17.7,0.394,2.9,7,0.414,4.1,10.7,0.38,3.5,4.6,0.746,5,5.2,1.8,0.1,4.5,4,21.5,99.4,107.7,13,0.539,0.508,0.603,0.262,1202,1,9.8,5.2,20.4,1.8,0.2,18.3,21.5,3.6,2.3,5.9,0.068,-0.5,-3.5,-4
Aaron Valdes,Hawaii,Guard,Shooting Wing,0.219178828,1.013359549,Inactive,94,2137,9.3,19.3,0.479,7.2,13.2,0.545,2.1,6.1,0.338,5.3,8.1,0.656,10.7,3.2,2.7,1,3,4.6,25.9,114.3,96.8,20.5,0.559,0.533,0.317,0.419,919,6.9,14.6,10.8,11.7,2.7,1.9,11.5,22.5,5.2,4,9.2,0.172,2.7,1.4,4.1
Aaron Walker,Manhattan,Guard,Swingman,1.493509205,-0.35257663,Active,32,577,9.8,23.7,0.412,8.1,17.2,0.472,1.6,6.5,0.254,6.4,10.5,0.606,7.3,5.1,2.7,0.6,6.3,7.4,27.5,92.7,107.3,14.1,0.48,0.447,0.273,0.445,281,4.5,11,7.7,22.8,2.7,1.1,18,30.4,0.1,0.5,0.7,0.046,-2,-1.2,-3.1
Aaron Ware,George Washington,Guard,Shooting Wing,-0.23378829,0.928461293,Inactive,121,1747,6.3,15.7,0.403,6,14.6,0.415,0.2,1.1,0.229,5.4,7.2,0.744,10.8,2.9,1.1,0.1,3.8,3.6,18.2,98.4,104.9,12.3,0.478,0.41,0.064,0.468,531,7,14.2,10.4,9.7,1.1,0.3,16.2,19.2,1.6,1.9,3.5,0.071,-3.1,-1.3,-4.4
Aaron Washington,Missouri-Kansas City,Guard,Swingman,0.905173786,-0.806348599,Inactive,24,363,3.9,9.4,0.414,3.9,8.5,0.462,0,1,0,0.7,1.1,0.571,5,4.9,2.3,0.2,3.4,6,8.5,83.4,111.2,6,0.424,0.414,0.103,0.121,64,2.6,8.5,5.4,16.3,2.3,0.3,25.5,11.8,-0.1,0.2,0,0.001,-5.1,-0.9,-6
Aaron Weidenaar,Central Arkansas,Forward,Swingman,0.758204908,0.66578167,Active,28,288,4.6,15.8,0.293,1.2,2.3,0.5,3.5,13.5,0.257,1,1.9,0.5,7.1,2.1,0.8,0.2,1.9,7.5,13.7,88.7,120.2,4.7,0.409,0.402,0.854,0.122,70,3.9,10.2,7,6.8,0.8,0.4,10.3,16.2,-0.1,-0.1,-0.1,-0.018,-2.7,-5.4,-8.1
Aaron Wheeler,Charleston Southern,Guard,Shooting Wing,-0.379043309,0.224156674,Inactive,61,1748,7.8,15.9,0.492,7.4,13.8,0.534,0.4,2.1,0.21,3.3,6.2,0.527,11.3,4.3,2,1.4,3.4,4.4,19.4,105.8,103.9,16.7,0.513,0.505,0.131,0.388,613,7.7,14.3,10.8,14.9,2,2.9,15.2,19,2.5,2.1,4.5,0.104,-1.2,0.9,-0.3
Aaron White,Iowa,Forward,Shooting Wing,-0.599080943,1.404324234,Inactive,140,3939,8.9,17.3,0.517,8,14,0.572,0.9,3.3,0.281,9.3,12.1,0.773,13.6,2.9,2.3,1.3,3.2,3.3,28.1,124.2,98,24.9,0.611,0.543,0.19,0.701,1740,8.4,18,13.2,10.1,2.3,2.4,12.2,22.1,14,6.6,20.6,0.209,6.1,2.9,9
Aaron Williams,Chicago State,Forward,Shooting Wing,-0.054459776,0.833608798,Inactive,78,936,5.7,17.4,0.326,4.3,11.4,0.375,1.4,5.9,0.232,2.2,3.7,0.6,10.7,1.8,3.2,0.9,4.5,7.1,14.9,77.3,103.2,8.1,0.39,0.366,0.341,0.215,244,7.4,15.1,10.9,6.7,3.2,1.9,19.2,20.2,-1,1,0,-0.001,-6.7,-1.3,-8
Aaron Wright,UC-Irvine,Guard,Swingman,1.486288399,-0.284843295,Inactive,138,2151,4.3,11.1,0.388,3.2,7.7,0.411,1.2,3.4,0.336,4.5,7.1,0.626,8.1,6.6,2.7,0.2,5.4,8.1,14.3,90,98,9.1,0.491,0.44,0.307,0.64,579,2.5,12.2,7.6,19.7,2.7,0.4,27.2,17.2,-0.1,3.8,3.7,0.068,-2.7,1.7,-1
Aaron Young,Oral Roberts,Guard,Swingman,1.671012751,-0.156304789,Active,90,1985,5.1,11.3,0.45,2.5,5,0.494,2.6,6.3,0.415,2.9,3.6,0.805,3.8,3.9,1.4,0.1,2.4,5,15.6,115,112.8,11.2,0.602,0.566,0.558,0.316,520,1,6.6,3.8,12.5,1.4,0.2,15.5,13.4,3,0.8,3.8,0.077,1.1,-2.6,-1.5
Aaron Young,Princeton,Guard,Swingman,1.44645303,-0.390638513,Active,61,277,6.7,15.6,0.431,0.4,1.1,0.4,6.3,14.6,0.433,3.3,4.1,0.789,5.4,3,1.3,0.2,1.7,7.4,23,125.5,102.2,16,0.654,0.632,0.931,0.264,91,2.1,8.6,5.4,9.3,1.3,0.4,9,17.3,0.7,0.4,1.1,0.16,3.9,-2.9,1
Aaseem Dixon,Northern Arizona,Guard,Swingman,1.927010359,0.137317133,Inactive,69,2320,7.6,20.2,0.376,3.7,9.8,0.378,3.9,10.3,0.375,3.3,4.3,0.775,5.6,4.1,1.6,0,3,2.8,22.4,106.4,109.1,13.6,0.504,0.472,0.513,0.212,790,2.2,8.8,5.4,14.4,1.6,0,12,21.3,3.4,1.7,5.1,0.088,0.4,-2.4,-2
