Player,School,Pos,labels,X1,X2,Status,G,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM
Cory Starkey,Bucknell,Forward,Versatile Forward,-2.136136348,0.596081633,Inactive,63,828,5.6,11.3,0.493,5.6,11.3,0.493,0,0,0,2.3,3.8,0.62,16.7,3.5,1.1,1,3.9,5.5,13.5,99.5,103,12.9,0.515,0.493,0,0.333,208,9.6,23.4,16.5,11.2,1.1,1.7,23,14.8,0.6,1,1.6,0.078,-2.8,1.2,-1.5
Cosmo Morabbi,Citadel,Guard,Game Manager,1.976573012,0.001097038,Inactive,108,1264,4.7,13,0.342,2.7,6.3,0.405,2,6.8,0.292,1.9,3.1,0.667,5.4,4.4,2.2,0,3.3,4.4,13.3,90.7,106.5,8.4,0.448,0.423,0.557,0.208,274,2,9,5.4,14.3,2.2,0,17,15.3,-0.1,1.4,1.3,0.037,-4,-3,-6.9
Costa Anderson,Albany (NY),Guard,Game Manager,2.446644166,0.21553376,Active,28,210,6.1,14.6,0.42,2.6,5,0.529,3.5,9.6,0.364,2.9,2.9,1,5,5.2,2,0,1.5,2.9,18.7,129.4,104.2,16,0.584,0.54,0.66,0.2,64,1.8,8.2,5,15.6,2,0,8.4,15,0.5,0.3,0.8,0.154,2.4,-2.1,0.3
Coty Clarke,Arkansas,Forward,Shooting Wing,-0.441846198,1.404805985,Inactive,65,1384,7.3,15.6,0.469,5.9,12.5,0.476,1.4,3.1,0.442,6.5,8.3,0.777,14.2,4.7,3.8,1.5,3.3,7.8,22.4,118,92,22,0.575,0.513,0.199,0.534,580,8.9,19.7,14.1,15.6,3.8,2.9,14.6,19.6,3.6,3.2,6.8,0.197,4,4.8,8.8
Courtney Alexander II,Tennessee Tech,Forward,Scoring Wing,-2.341393157,-0.6609683,Active,56,683,4,8.2,0.49,4,8.2,0.49,0,0,0,1.7,4.8,0.345,14.9,3.6,1.4,2.1,4.9,8.9,9.7,84.7,102.9,8.5,0.462,0.49,0,0.592,151,9.4,19.8,14.7,11.6,1.4,4,32,13.4,-0.3,0.9,0.6,0.036,-5.6,2.3,-3.3
Courtney Austin,Texas-Arlington,Guard,Swingman,0.963961739,-0.404874544,Inactive,38,131,3.8,10.6,0.36,2.6,5.5,0.462,1.3,5.1,0.25,2.6,4.3,0.6,6.8,4.3,2.1,0,5.5,10.2,11.5,80.3,101.4,3.8,0.454,0.42,0.48,0.4,30,3.9,8.9,6.4,12.9,2.1,0,30.4,15.3,-0.1,0.2,0.1,0.025,-4.7,-0.5,-5.2
Courtney Jackson,Arkansas-Little Rock,Forward,Versatile Forward,-1.826088992,1.238623627,Inactive,120,2039,6.9,14.5,0.482,6.7,13.7,0.494,0.2,0.9,0.267,2.9,6,0.47,14.5,2.1,1.1,0.8,3.8,6.4,17,94.3,101.6,12.5,0.49,0.489,0.051,0.4,582,8.6,20.2,14.2,7.9,1.1,1.6,18,18.4,1.1,3.1,4.2,0.069,-2.6,1,-1.6
Courtney Julien,Texas State,Guard,Swingman,1.220820831,-0.449817763,Active,33,131,4.7,17,0.278,1.9,7.5,0.25,2.8,9.4,0.3,4.2,5.7,0.75,7.5,3.3,1.9,1.4,2.4,4.7,16.5,91.7,98.8,9.5,0.42,0.361,0.556,0.333,34,2.7,11.9,7.3,9.9,1.9,2.7,10.7,19,0,0.2,0.2,0.07,-4.3,-0.9,-5.1
Courtney Stanley,Loyola (IL),Guard,Game Manager,1.83515349,-0.947115412,Inactive,90,1857,4.4,10.8,0.406,3.7,8.2,0.458,0.7,2.6,0.244,3.5,5.8,0.577,6.4,8,2.1,0.3,6.3,5.6,12.9,87.4,105.6,8.7,0.471,0.436,0.246,0.54,482,3.6,8.8,6.1,25.9,2.1,0.5,32.3,16.8,-0.4,2,1.6,0.028,-1.9,0.7,-1.2
Coy Custer,Lamar,Center,Scoring Wing,-2.423334854,-0.629766656,Inactive,101,1080,6.5,12.8,0.515,6,11,0.542,0.6,1.9,0.318,4.8,7.4,0.655,12.2,1.7,0.9,3.2,3.2,7.4,18.4,110.8,101.2,16,0.566,0.534,0.119,0.55,356,10.3,13.4,11.8,6.4,0.9,5.8,17.1,16.3,2.7,2.4,5.2,0.122,-3.3,-1.6,-4.9
Coye Simmons,Georgia Southern,Forward,Offensive Big,-3.467066798,1.389589749,Active,80,1024,4.7,9.7,0.483,4.7,9.7,0.483,0,0,0,2.4,4.6,0.537,19.1,0.6,1,0.9,2.6,8.6,11.8,106.7,101.3,12.3,0.498,0.483,0,0.471,259,13.6,22.5,18,1.7,1,1.9,17.8,12.4,1,1.5,2.6,0.101,-4.3,-1.4,-5.7
Craig Bowman,Florida A&amp;M,Guard,Game Manager,2.145550317,-0.143058279,Active,77,1774,6.2,18.5,0.334,4.2,11.3,0.372,2,7.3,0.275,5.5,8.3,0.668,6.1,4.2,2.7,0.1,5.2,5.2,19.9,83.8,106.5,9.2,0.443,0.388,0.392,0.447,600,2,9.9,5.8,17.3,2.8,0.3,18.8,24.2,-1.4,1.7,0.3,0.006,-5.4,-2.7,-8.1
Craig Bradshaw,Belmont,Guard,Swingman,1.515846744,-0.069559618,Inactive,130,3370,10,21,0.479,5.8,10.2,0.567,4.2,10.7,0.394,4.5,5.9,0.763,6.9,5.6,2.6,0.6,4.7,4.3,28.9,112.8,105.7,20.4,0.606,0.579,0.512,0.283,1611,2.9,11.3,7.3,19.5,2.6,1.1,16.6,25.4,8.6,3.6,12.2,0.144,3.8,-0.5,3.3
Craig Brown,Rutgers,Guard,Shooting Wing,-0.731706556,0.713142897,Inactive,63,801,4,15.2,0.264,2.9,10.4,0.275,1.1,4.8,0.238,3.1,4.6,0.672,10.2,1.4,0.8,0.6,3.2,8,12.2,79.5,109.9,3.6,0.352,0.301,0.313,0.303,176,7.5,11.9,9.7,4.2,0.8,1.1,15.4,17.4,-0.8,0.6,-0.2,-0.01,-5.4,-1.4,-6.7
Craig Cusick,Brigham Young,Guard,Game Manager,2.476292051,-0.008402015,Inactive,71,1277,3.4,9,0.377,1.2,3.4,0.351,2.2,5.7,0.392,1.7,2.7,0.656,5.8,6.4,2.5,0,2.4,4.4,10.7,108.5,99,10.9,0.523,0.5,0.628,0.295,286,1.2,11.1,6,18.3,2.5,0,18.9,10.9,1.4,1.8,3.3,0.102,0.5,1.3,1.9
Craig Hinton,Virginia Military Institute,Forward,Shooting Wing,-0.334864173,0.456982823,Active,81,980,5.8,14.2,0.41,2.5,5,0.5,3.3,9.2,0.361,2,3,0.673,11.3,2.3,1.5,1.4,2.9,6.5,17,107.3,105.2,13,0.543,0.527,0.648,0.211,302,6,16.2,10.9,7.8,1.5,2.3,15.6,15.6,1.2,1.1,2.3,0.093,-1.4,-1.3,-2.7
Craig LeCesne,Pepperdine,Forward,Versatile Forward,-1.336652199,1.003365953,Active,26,318,6.5,14.2,0.456,5.9,12.8,0.465,0.5,1.4,0.375,2.9,4,0.727,12.6,3.6,0.9,0.5,4.3,7.4,16.4,96.2,116.7,11.2,0.509,0.475,0.101,0.278,99,8.3,17.3,12.6,11.7,0.9,1,21.2,18,0.1,0,0.2,0.02,-2.8,-2.1,-4.9
Craig McFerrin,McNeese State,Forward,Offensive Big,-2.608187004,-0.387504458,Inactive,101,2484,8.3,16.1,0.515,8.3,16,0.52,0,0.2,0,3,5.3,0.571,15,1.6,0.8,2.2,4.4,5.6,19.6,97.6,107.4,15,0.526,0.515,0.01,0.327,808,8.9,19.6,14.1,5.9,0.8,3.7,18.9,19.5,1.6,2.2,3.8,0.061,-4.4,-1.3,-5.7
Craig Ponder,North Carolina-Wilmington,Guard,Swingman,1.290583904,-0.213231027,Inactive,130,3216,7.2,17.6,0.407,4.9,11.8,0.421,2.2,5.9,0.38,4.6,6.7,0.687,6.2,4.7,1.8,0.4,4.1,5.4,21.2,100,106,12.8,0.509,0.47,0.333,0.38,1126,1.9,10.1,5.9,16,1.8,0.7,16.3,21.3,3,3,6.1,0.075,-0.6,-1.4,-2
Craig Randall,Memphis,Guard,Swingman,1.900385199,0.028513463,Active,56,760,5.8,17.7,0.328,2.5,5.2,0.486,3.3,12.5,0.262,1.4,2.7,0.514,5.6,3.3,1.9,0.6,3.4,3.6,16.3,86,104.1,7.5,0.428,0.42,0.706,0.155,208,2.8,7.9,5.4,10.5,1.9,1.1,15.3,19.1,-0.3,0.9,0.6,0.032,-1.7,-0.7,-2.4
Craig Sealey,Bowling Green State,Forward,Versatile Forward,-1.005817554,0.817842801,Inactive,97,1068,7.2,17,0.421,7,16.3,0.43,0.2,0.7,0.231,3.9,7.3,0.531,11.5,1.4,1.8,0.9,4,6.3,18.4,88.3,99.7,10.9,0.449,0.426,0.044,0.431,311,8,15.3,11.5,4.8,1.8,1.6,16.4,21,-0.1,1.6,1.4,0.054,-5.3,-1,-6.4
Craig Sword,Mississippi State,Guard,Swingman,1.340278691,-0.620764005,Inactive,123,3354,9.1,20.2,0.449,7.8,15.2,0.51,1.3,5,0.263,6.7,10.6,0.635,7.2,5.4,3.2,1.2,6.9,6.3,26.2,94.1,101.8,16,0.519,0.481,0.247,0.523,1472,3.7,10.6,7.2,21.3,3.2,2.2,21.4,27.9,1.6,4.6,6.2,0.074,0.2,1.9,2.1
Craig Victor,Arizona,Forward,Versatile Forward,-1.278835018,0.893903925,Active,41,932,8.8,19.5,0.448,8.7,19,0.457,0.1,0.5,0.125,5.9,9.5,0.615,12.4,1.7,2.2,1.4,2.5,7.3,23.4,104.4,105.4,16.9,0.487,0.45,0.024,0.488,388,9.7,14.8,12.2,5.7,2.3,2.6,9.6,23,1.3,1.1,2.4,0.101,-0.4,0.6,0.2
Craig Williams,Temple,Forward,Versatile Forward,-1.120475821,0.496486496,Inactive,93,892,8.5,20.4,0.404,5.1,10.1,0.462,3.4,10.3,0.36,3.9,5.7,0.705,11.6,1.7,0.6,0.9,3,9,24.3,105.2,101.2,14.4,0.529,0.507,0.573,0.22,324,6.4,18.1,11.9,6,0.6,1.6,11,22.4,2,1.8,3.9,0.117,0.6,-3.3,-2.7
Crandall Head,Illinois,Guard,Game Manager,1.571105075,-0.884663529,Inactive,55,348,3.9,12.8,0.301,3.2,8.2,0.383,0.7,4.6,0.154,1.6,2.5,0.643,5.8,5.8,2.1,0.2,6,7,10,69.6,100.9,2.2,0.358,0.329,0.356,0.192,70,2.6,8.6,5.7,16.8,2.1,0.4,29.9,17.2,-0.6,0.5,-0.1,-0.012,-5.3,0.9,-4.4
Cristian Henry,North Carolina A&amp;T,Center,Defensive Big,-3.004580813,-1.250466342,Inactive,26,147,8.2,14.8,0.553,8.2,14.8,0.553,0,0,0,2.3,5.8,0.4,12.5,1.6,1.2,1.6,5.5,15.2,18.7,90.6,104.9,9.9,0.532,0.553,0,0.395,46,9.2,13.7,11.5,6,1.2,2.9,23.7,19.8,0,0.1,0.2,0.043,-5.4,-2.9,-8.3
Cullen Hamilton,Holy Cross,Guard,Swingman,1.171050408,0.470699913,Inactive,113,2677,6.8,18.4,0.369,3.9,9.5,0.414,2.8,8.9,0.32,3,3.9,0.766,6.3,2.9,1.3,0,2.6,3.3,19.4,97.7,109.9,10.9,0.479,0.446,0.482,0.213,781,3.1,9.8,6.3,10.6,1.3,0,11.2,20,1.8,1.6,3.3,0.05,-2,-3.1,-5
Cullen Neal,New Mexico,Guard,Game Manager,2.055687329,-0.806311164,Active,104,2548,6.8,18.3,0.374,3.1,8.3,0.38,3.7,10,0.37,5.2,6.6,0.785,4.7,5.9,1.2,0,5.1,5.5,22.6,100.7,108.1,11.3,0.527,0.476,0.548,0.362,1000,1.4,7.5,4.6,20.7,1.2,0,19.1,23,2.5,2.3,4.8,0.075,1.1,-1.6,-0.5
Cullen Russo,Fresno State,Forward,Shooting Wing,0.216119496,0.836276081,Active,60,1528,6.1,14.9,0.41,5.3,10.9,0.485,0.8,4,0.206,4.6,7.5,0.609,13,4.6,3.8,1.4,3.3,6.9,17.7,100,94,16.1,0.477,0.438,0.268,0.505,511,5.8,19.9,12.8,15,3.8,2.9,15.2,19.1,1.2,3.4,4.6,0.12,-0.4,4.4,4
Cullen VanLeer,Missouri,Guard,Swingman,1.82320539,0.169221137,Active,63,1292,4.6,13.2,0.346,1.3,2.5,0.518,3.3,10.7,0.306,1.1,1.4,0.781,4.1,3,1.5,0.4,1.8,4.6,13.5,99.2,109,7.9,0.487,0.47,0.812,0.107,287,1.1,6.8,3.9,10.3,1.5,0.8,11.3,13.6,0.6,1,1.6,0.051,0.4,0.8,1.2
Cully Payne,Iowa,Guard,Game Manager,2.774388013,-1.183569109,Inactive,62,1895,5.2,14.8,0.351,2.6,6.8,0.381,2.6,8,0.325,3.7,5.1,0.722,5.1,8.2,1.4,0,6.3,3.2,16.6,89.2,107.3,9.2,0.484,0.438,0.54,0.344,552,0.8,9.6,5.1,27.6,1.4,0,26.7,20.3,0,1.3,1.3,0.028,-1.4,-1.8,-3.1
Curran Scott,Charlotte,Guard,Swingman,1.275789489,0.260183169,Inactive,33,815,6.8,15,0.452,5.1,11.2,0.457,1.7,3.9,0.439,8.3,10,0.83,5.2,3,1.2,0.1,3.7,4.9,23.6,112.3,113.6,14.4,0.597,0.509,0.258,0.665,319,1.4,9.4,5.2,9.6,1.2,0.1,15.9,20.4,1.6,0.3,1.9,0.092,-0.1,-2.1,-2.3
Curry McKinney,Eastern Illinois,Guard,Swingman,1.491309882,0.168505326,Inactive,60,1463,6.6,18,0.368,4.5,11.3,0.396,2.1,6.7,0.321,2.5,3.8,0.663,9.1,5.4,2.9,0.4,4.3,4.7,17.9,90.9,99.6,12.1,0.452,0.428,0.371,0.211,425,3.2,14.1,8.8,18.5,2.9,0.8,17.9,20.7,0.2,2.2,2.4,0.065,-3.1,-0.6,-3.7
Curtis Cobb,Fairfield,Guard,Swingman,1.105912414,-0.082262365,Active,61,1702,8.4,20.4,0.412,5.1,11,0.464,3.3,9.4,0.351,2.4,3.7,0.64,7.8,3.9,2.1,0.9,3.9,4.1,22.5,95.5,103.7,13.5,0.507,0.493,0.46,0.182,645,2.3,12.7,7.6,13.9,2.1,1.6,14.8,23.2,0.7,2.2,2.9,0.069,-1.6,0,-1.7
Curtis Dennis,New Mexico,Guard,Swingman,1.236826065,0.696417796,Inactive,97,1424,8.2,20.1,0.41,4.6,8.4,0.547,3.7,11.7,0.312,3.4,4.5,0.757,7.4,2.8,2.5,0.5,2.7,4.4,23.5,110.1,103.5,16.8,0.529,0.501,0.584,0.222,518,4.8,10.2,7.5,10,2.5,0.9,10.7,21.4,2.9,1.5,4.4,0.124,3,-1.9,1.2
Curtis Diamond,Georgia Southern,Guard,Swingman,1.354693431,0.140048586,Inactive,65,1500,6.4,18.8,0.342,3.4,7.9,0.431,3,10.9,0.278,2.7,4.3,0.617,6.7,2.4,1.6,0.4,2.8,4.5,18.5,93.2,101.7,9.2,0.445,0.423,0.581,0.23,428,2.1,10.4,6.2,8,1.6,0.7,11.8,20.1,0.3,2.2,2.5,0.066,-3.7,-1.9,-5.7
Curtis Jones,Indiana,Guard,Game Manager,1.951884979,0.018251307,Active,33,370,5.9,16.8,0.352,2.6,7.5,0.354,3.3,9.3,0.35,2.8,3.9,0.72,6.8,4.8,2.2,0.5,3.7,4.4,17.9,101.1,106.1,11,0.48,0.449,0.556,0.231,118,2.6,10.6,6.9,14.3,2.2,0.8,16.7,19,0.3,0.4,0.7,0.077,0.8,0.3,1.1
Curtis Lochner,Delaware,Guard,Game Manager,1.75988048,-0.612898274,Active,23,57,2.1,11.6,0.182,1.1,5.3,0.2,1.1,6.3,0.167,3.2,4.2,0.75,3.2,3.2,1.1,0,3.2,6.3,8.4,67.1,116.9,-0.3,0.31,0.227,0.545,0.364,9,1.9,3.9,2.9,9.9,1,0,18.9,14.5,-0.1,0,-0.1,-0.063,-7.4,-4.1,-11.5
Curtis McRoy,Delaware,Guard,Game Manager,2.093778208,-0.541938633,Active,44,249,1,5,0.19,0,0.7,0,1,4.3,0.222,0,0,0,5,3.1,1.9,0,1.7,6.7,2.9,65.9,113.4,1.6,0.286,0.286,0.857,0,16,0,9.3,4.6,9.3,1.9,0,25,5.8,-0.2,0.1,-0.1,-0.014,-5.7,-0.8,-6.5
Curtis Oakley,Bryant,Guard,Shooting Wing,0.450980305,0.484573008,Inactive,104,1140,6.6,17.9,0.371,3.8,8.3,0.462,2.8,9.6,0.293,2.3,3.7,0.62,8.8,2.6,1.1,0.1,2.9,6.5,18.4,93,110.4,9,0.468,0.45,0.538,0.208,329,3.1,13.7,8.5,8.7,1.1,0.2,13,19.7,0.2,0.7,0.9,0.033,-3.4,-4.1,-7.5
Curtis Phillips,Campbell,Forward,Shooting Wing,0.518934343,0.573629521,Active,62,1462,7.1,18.2,0.387,4.2,9.7,0.43,2.9,8.5,0.338,5,7,0.708,10.2,3,2.4,0.8,3.8,6,22,99.4,103.6,14.4,0.509,0.466,0.466,0.385,510,4.7,16.1,10.2,10.6,2.4,1.6,14.9,22.1,1.3,1.8,3.1,0.085,-2.3,-1.6,-3.9
Curtis Washington,Southern California,Forward,Defensive Big,-4.533373229,-2.003897192,Inactive,71,1360,7.9,12.9,0.614,7.9,12.9,0.614,0,0,0,3.7,5.2,0.698,15.5,0.5,0.9,5.5,2.2,7,19.5,125.1,98.1,20.9,0.634,0.614,0,0.407,428,11.4,18.8,15.3,1.7,0.9,11.4,12.6,15.5,3.4,2.4,5.9,0.172,-0.4,3.3,3
Curtis Wilkinson,East Tennessee State,Forward,Defensive Big,-3.522789168,-1.033898798,Inactive,21,225,5.4,7.3,0.741,5.4,7.3,0.741,0,0,0,3.5,7.5,0.464,13.7,1.1,1.3,3.5,3,9.4,14.3,119.5,97.5,16.4,0.658,0.741,0,1.037,58,14,12.3,13.1,3.5,1.3,6.9,21.4,11.8,0.4,0.4,0.8,0.144,0.3,3.1,3.5
Cyril Langevine,Rhode Island,Forward,Offensive Big,-4.133262917,0.500251872,Active,35,463,5.6,11.9,0.473,5.6,11.9,0.473,0,0,0,3.5,7,0.491,20,1.3,2,3.3,2.8,10.9,14.7,106.9,92.1,16.5,0.483,0.473,0,0.591,139,16.6,21.1,18.8,3.9,2,6,15.6,15.4,0.6,1.1,1.7,0.145,-0.7,4.8,4.1
D.D. Scarver,Marshall,Guard,Game Manager,1.850571709,-0.162112502,Inactive,53,1511,8.2,22.9,0.356,4,9.5,0.421,4.1,13.4,0.309,4.6,5.9,0.771,5.3,3.1,1.4,0.3,3.3,3.7,25,101.7,110.8,12.5,0.486,0.446,0.583,0.258,575,1.6,8.9,5.2,11.4,1.4,0.6,11.4,24.4,1.9,0.7,2.6,0.069,-0.3,-4.1,-4.4
D.J.  Peterson,La Salle,Guard,Swingman,1.353973178,0.617579929,Inactive,129,2920,3.1,7.7,0.397,1.2,2.4,0.492,1.9,5.3,0.353,1.3,1.7,0.774,6.8,3.6,2,0.4,1.7,4.6,9.3,111.9,102.3,9.4,0.546,0.517,0.684,0.225,494,3,10.8,6.8,11,2,0.7,16.7,8.9,2.8,3.7,6.5,0.089,0.8,2.2,3
D.J. Balentine,Evansville,Guard,Game Manager,1.696270041,-0.555569133,Inactive,139,4644,10.6,24.6,0.431,7.2,15.5,0.464,3.4,9,0.375,7.1,9,0.792,4.8,6.1,1.1,0.3,3.8,2.3,31.7,109.1,105.7,19.3,0.55,0.5,0.368,0.365,2309,1.9,7.9,5,23.4,1.1,0.6,11.6,29,11.1,4.8,15.8,0.136,3.6,-1.8,1.9
D.J. Bennett,Oklahoma,Forward,Defensive Big,-3.651132858,-2.163057195,Inactive,61,517,6,11.1,0.54,6,11.1,0.54,0,0,0,3.9,6.1,0.636,12.6,0.6,1.1,4.9,3,10.6,15.8,107,97.7,13.9,0.567,0.54,0,0.55,139,7.9,15.9,12,1.8,1.1,8.9,17.6,14.5,0.6,1,1.5,0.118,-1.5,5.5,3.9
D.J. Boney,Delaware,Guard,Swingman,1.279834344,0.140327835,Inactive,122,1447,3.5,10.9,0.336,1.2,3.1,0.394,2.3,7.7,0.306,2.8,3.4,0.76,5.5,3.1,1,0.4,2.3,4.7,12,102.3,113.9,8,0.49,0.436,0.655,0.36,294,4.3,6,5.1,10.4,1,0.7,15.8,12.5,1.6,0.9,2.5,0.035,-1.1,-0.6,-1.7
D.J. Brown,San Jose State,Guard,Game Manager,2.446090297,-0.227330848,Inactive,121,3213,4.9,14.2,0.342,1.9,5.3,0.361,2.9,8.9,0.331,4.4,5.9,0.743,6.2,6.6,2.1,0,3.5,4.1,17,103.1,105.3,12.6,0.501,0.446,0.626,0.416,950,2,10.4,6,23.9,2.1,0.1,17,17.4,3.7,3.1,6.8,0.084,0,-0.9,-0.9
D.J. Byrd,Purdue,Guard,Swingman,1.119064073,0.169913773,Inactive,130,2663,6.4,16.8,0.382,2,4.7,0.417,4.5,12.1,0.369,3,4.2,0.723,7.8,4.7,1.6,0.5,2.8,6.2,20.4,112.3,101.7,14.8,0.541,0.515,0.72,0.25,863,4.2,11.4,7.6,14.8,1.6,0.9,12.9,18.3,5.4,3.2,8.6,0.129,5.5,1.4,6.9
D.J. Cooper,Ohio,Guard,Game Manager,3.25935215,-0.514391213,Inactive,143,4835,7.9,20.8,0.38,4.6,10.4,0.437,3.3,10.4,0.322,6.1,8.3,0.742,7.5,11.4,4,0.4,5.4,3.1,25.3,107.5,96.6,21.7,0.511,0.46,0.499,0.399,2355,3.6,11.8,7.5,39.8,4,0.7,18,25.9,11.6,8.4,20,0.165,4.6,0.9,5.5
D.J. Covington,Virginia Military Institute,Forward,Defensive Big,-3.113946246,-1.472627803,Inactive,115,2927,10.8,18.6,0.582,10.8,18.4,0.586,0,0.2,0.111,5.7,8.4,0.68,13.5,1.2,1.7,4.9,3.3,6.1,27.4,118.1,103,25,0.606,0.583,0.009,0.453,1385,8.9,17.5,13.1,4.4,1.7,8,12.9,22.1,8.3,3.5,11.9,0.162,-0.6,0.6,-0.1
D.J. Cunningham,North Carolina-Asheville,Center,Defensive Big,-4.02112385,-0.982571395,Inactive,84,2021,8.6,17.8,0.483,8.6,17.8,0.482,0,0.1,0.5,4.6,7,0.655,17.9,2.3,1.9,6.5,4.7,6.8,21.8,101,93.9,21.1,0.516,0.483,0.003,0.395,779,11.8,23.6,17.8,8.2,1.9,11.4,18.1,22.1,2.3,4.2,6.5,0.128,-3.6,4.4,0.8
D.J. Davis,South Dakota,Guard,Shooting Wing,0.013159316,1.559039325,Inactive,32,299,4.5,12.6,0.355,3.7,9.6,0.383,0.8,3.1,0.267,2.4,4.5,0.545,11.2,2.8,2.6,0.2,3.1,6.3,12.2,92.4,104.9,9.9,0.414,0.387,0.242,0.355,71,9.4,12.6,10.9,8.9,2.6,0.4,17.2,15.2,0.1,0.3,0.4,0.048,-2.9,-0.2,-3
D.J. Davis,South Dakota,Guard,Swingman,0.828346329,0.03021082,Inactive,32,944,6.7,12.2,0.551,5.7,9.4,0.604,1.1,2.8,0.375,2.8,3.6,0.77,6.7,4.9,2.4,0.6,3.9,5.1,17.3,108.6,110.1,14.4,0.621,0.594,0.232,0.295,296,3.2,10.8,7,15.2,2.4,1.2,21.9,15.9,1.3,0.7,1.9,0.081,1,-0.2,0.9
D.J. Felder,Jacksonville State,Forward,Versatile Forward,-1.918979549,0.888043752,Inactive,61,1340,10.3,22.2,0.463,9.7,20.5,0.476,0.6,1.8,0.316,4.9,6.9,0.709,14.7,1.9,1.3,1.4,3.5,7.1,26,102.4,106.8,17.8,0.511,0.476,0.079,0.309,520,8.9,19.7,14,8.2,1.3,2.5,12.2,24.7,1.7,1.3,3,0.09,-2.9,-2.2,-5.1
D.J. Fenner,Nevada,Guard,Swingman,0.747091198,0.13969522,Active,135,3544,7.4,19.2,0.385,5.3,12.8,0.413,2.1,6.4,0.33,5,6.2,0.811,7.2,3,1.9,0.7,3.3,5.2,21.9,101.5,104.3,12.9,0.495,0.44,0.335,0.324,1255,3,10.3,6.7,10.7,1.9,1.4,12.8,21.6,3.4,4.3,7.7,0.087,-0.5,0.1,-0.4
D.J. Foreman,Rutgers,Forward,Versatile Forward,-1.206153749,1.073644878,Inactive,63,1306,6.2,13.3,0.463,5.9,12.7,0.467,0.3,0.7,0.4,3.6,7,0.519,12.3,1.6,1.2,1.1,4,6.4,16.3,90.2,109.3,10.4,0.488,0.473,0.05,0.527,363,6.9,15.8,11.4,6,1.2,1.8,19.5,18,-0.1,0.9,0.8,0.026,-3.5,0.4,-3.1
D.J. Gay,San Diego State,Guard,Game Manager,2.871459334,-0.211275242,Inactive,140,2477,6.2,16.7,0.362,2.8,7.5,0.364,3.4,9.2,0.361,3.6,5.2,0.698,4,5.7,1.9,0.1,2.7,2.1,19.4,112.4,100.6,14,0.498,0.467,0.58,0.275,767,1.3,6,3.8,16.4,1.9,0.2,13.9,18.1,5.3,5.3,10.6,0.133,3.3,1.5,4.8
D.J. Griggs,Long Island University,Guard,Swingman,1.515020897,0.089196628,Inactive,44,437,4,13.8,0.288,2,7.2,0.278,2,6.6,0.3,4.6,5.7,0.814,4.5,2.5,1.6,0.1,2.7,6.5,14.6,93.2,117.4,6.1,0.442,0.361,0.481,0.413,106,1.8,7.4,4.6,7.7,1.6,0.2,13.8,16.4,0.1,0,0,0.004,-3.2,-3.6,-6.8
D.J. Irving,Boston University,Guard,Game Manager,2.086072069,-0.360160487,Inactive,128,4126,6.9,17.2,0.4,4.3,10.1,0.427,2.6,7.1,0.36,5.6,7.1,0.779,5.9,7,2.2,0.1,4.3,4.2,21.9,106,103.2,15.7,0.531,0.474,0.412,0.414,1525,2.2,9.4,5.8,24.3,2.2,0.2,17.3,21.5,7.1,4.8,11.8,0.115,1,-0.9,0.1
D.J. Jackson,Oral Roberts,Guard,Game Manager,2.646241362,-0.634490208,Inactive,66,1649,3.1,9,0.339,1.4,4.2,0.33,1.7,4.8,0.346,3.5,4.3,0.828,4.4,6.8,1.9,0,3.7,3.5,11.3,101.9,107.9,9.3,0.511,0.431,0.531,0.473,369,1.6,7.3,4.4,19.5,1.9,0,25,12.6,1.2,1.3,2.5,0.061,-0.4,-1.9,-2.3
D.J. Johnson,Kansas State,Forward,Offensive Big,-3.210665293,-0.160574131,Active,129,2271,8.6,14.6,0.593,8.6,14.5,0.595,0,0,0,5.5,8.5,0.65,14.5,0.8,1.8,2.9,3.7,8.1,22.8,115,98.4,19.9,0.613,0.593,0.002,0.586,812,13.1,15.8,14.4,2.9,1.8,5.5,16.5,19,4.8,4,8.8,0.156,1.5,3.8,5.3
D.J. Kennedy,St. John's (NY),Guard,Shooting Wing,0.795610052,0.859485194,Inactive,129,1956,8.1,18,0.436,5.9,12.1,0.472,2.2,5.8,0.358,7.3,9.5,0.746,11.9,5.2,2.9,1.1,4.3,3.9,25.8,114.1,98,22.6,0.551,0.492,0.313,0.532,822,6,17.3,11.5,18.1,2.9,2.2,16.3,22.6,7.8,6.8,14.6,0.173,4.3,5,9.3
D.J. MacLeay,Bucknell,Forward,Versatile Forward,-2.67537872,1.563826478,Active,110,1150,7.6,14.9,0.512,7.1,13.1,0.541,0.5,1.7,0.294,4.1,6.4,0.635,17.6,2.4,2.4,1.4,4.7,10.1,19.8,104,97.4,16.7,0.553,0.529,0.117,0.433,414,13.6,21.9,17.8,8.4,2.5,2.6,20.8,19.8,1.4,2.1,3.5,0.123,-1.4,1.6,0.3
